time_utc,u10_mean,v10_mean,wind10_mps_mean,wind10_mps_min,wind10_mps_max,wind10_mps_p10,wind10_mps_p90,wind10_direction_deg_mean
2025-01-08 15:00:00,2.7908003,2.5110984,4.5667143,0.1497677,16.147339,1.6375117,10.59048,228.01985
2025-01-08 16:00:00,2.3774283,2.6312103,4.5366654,0.24616304,15.449581,1.9831578,10.066777,222.09937
2025-01-08 17:00:00,2.0173187,2.6907704,4.46866,0.3318755,15.990753,2.161714,8.921446,216.85956
2025-01-08 18:00:00,1.697791,2.7724662,4.427138,0.74511564,15.695009,2.2295277,8.449811,211.4823
2025-01-08 19:00:00,1.3827556,2.8367531,4.395243,0.6052374,14.864531,2.2306128,7.9604554,205.9866
2025-01-08 20:00:00,1.1033642,2.9176009,4.3268886,1.2616566,14.707928,2.2030573,7.8500156,200.71538
2025-01-08 21:00:00,0.9749896,2.9232664,4.267283,1.4985788,13.929628,2.243187,7.5702343,198.44496
2025-01-08 22:00:00,0.83400625,2.603088,3.8163521,0.5894369,12.588008,1.9862708,7.024392,197.765
2025-01-08 23:00:00,0.8031315,2.6899376,3.8511877,0.7649213,11.8856735,1.9238855,6.929032,196.624
2025-01-09 00:00:00,1.0343764,2.713389,3.9171255,0.44584215,11.263441,1.7706473,6.9846635,200.86746
2025-01-09 01:00:00,1.2173182,2.6524844,3.9131324,0.3576712,11.170969,1.7275213,6.9571137,204.65205
2025-01-09 02:00:00,1.4330453,2.5887508,3.9377153,0.37361753,9.98698,1.5411737,6.9448633,208.96744
2025-01-09 03:00:00,1.6225841,2.4526496,3.9411926,0.21416889,8.691929,1.5037651,6.850957,213.48718
2025-01-09 04:00:00,1.6425571,2.248253,3.8646235,0.22322507,8.318249,1.4131607,6.914054,216.1516
2025-01-09 05:00:00,1.5056387,2.03053,3.7271948,0.29561198,8.888188,1.3367726,6.6756115,216.55695
2025-01-09 06:00:00,1.3596843,1.8794321,3.6241992,0.3154278,9.298957,1.3759904,6.5418434,215.88405
2025-01-09 07:00:00,1.2132684,1.7883219,3.5641298,0.28185394,9.404277,1.342384,6.587254,214.15453
2025-01-09 08:00:00,1.0929668,1.7266577,3.5321326,0.17473702,9.537031,1.2465441,6.546152,212.33363
2025-01-09 09:00:00,1.0916637,1.6384884,3.5920637,0.046251025,9.606905,1.2657014,6.601357,213.67404
2025-01-09 10:00:00,1.1933614,1.2022742,3.5189419,0.13563229,10.568037,1.3419203,6.2659836,224.78683
2025-01-09 11:00:00,1.2535203,1.0864897,3.6709893,0.17596668,10.499531,1.3585799,6.6738305,229.08287
2025-01-09 12:00:00,1.5040188,0.7668783,3.8409696,0.22199427,9.362267,1.4641271,7.164772,242.9836
2025-01-09 13:00:00,1.8020692,0.4262456,4.11763,0.16306052,9.464324,1.5750939,7.5416775,256.69235
