latitude,longitude,wind10_mps_mean,wind10_mps_min,wind10_mps_max,wind10_mps_p90,u10_mean,v10_mean,wind10_direction_deg_mean
49.0,12.0,2.507127,0.07669236,8.669349,4.2092557,0.26041204,-0.12869032,296.29764
49.0,12.25,2.3807263,0.028295297,8.339884,4.0597205,0.1962732,-0.13441536,304.40482
49.0,12.5,2.2797074,0.05317946,7.781432,3.9538326,0.07711216,-0.14487271,331.97473
49.0,12.75,2.1152658,0.027547136,7.331593,3.7198248,0.005975712,-0.131858,357.40515
49.0,13.0,2.0320852,0.03349605,7.0442657,3.5832675,-0.03444305,-0.09811799,19.342957
49.0,13.25,2.1064272,0.020849252,7.1490726,3.6604595,0.08398076,0.028691543,251.13756
49.0,13.5,2.2266839,0.025765674,7.4092784,3.9400039,0.32513338,0.08381761,255.5442
49.0,13.75,2.4601114,0.0023325994,8.144215,4.2953053,0.682443,0.12839702,259.34476
49.0,14.0,2.3868074,0.043973025,8.202207,4.180012,0.7024308,0.086705826,262.9632
49.0,14.25,2.3498445,0.022506094,8.267714,4.1147933,0.6338472,0.0666621,263.99625
49.0,14.5,2.3630397,0.040849805,8.22943,4.16591,0.35825646,-0.00672646,271.07562
49.0,14.75,2.602636,0.013629644,8.276546,4.511092,0.25377253,-0.03519248,277.89526
49.0,15.0,2.91413,0.033858355,8.579392,4.9495325,0.21946242,-0.097894475,294.03998
49.25,6.0,3.362766,0.032050174,12.546154,5.545596,0.1363303,0.33709186,202.01993
49.25,6.25,3.3299878,0.078044325,12.676175,5.5304217,0.100207195,0.33391926,196.7042
49.25,6.5,3.2595363,0.048185837,11.992596,5.4543076,0.07559804,0.3346099,192.73105
49.25,6.75,3.2075584,0.03783497,11.351751,5.376293,0.059081312,0.3198463,190.46558
49.25,7.0,3.2143738,0.045264523,11.19627,5.4280305,0.061041575,0.32292914,190.70403
49.25,7.25,3.1205368,0.055359118,10.501126,5.203673,0.06721454,0.22376391,196.7193
49.25,7.5,3.1772335,0.06532616,10.718821,5.2501616,0.12304918,0.21845815,209.39091
49.25,7.75,3.0244286,0.021941125,10.375932,5.075396,0.35623366,0.10064269,254.22401
49.25,8.0,2.9432244,0.024917608,10.298924,5.0941024,0.46788064,0.1316112,254.28912
49.25,8.25,2.7025359,0.048551735,9.520572,4.7285905,0.36321318,0.17011452,244.90349
49.25,8.5,2.563147,0.0073953983,9.075877,4.477051,0.19462797,0.20348842,223.72504
49.25,8.75,2.5352829,0.041680336,8.784086,4.376386,0.07264249,0.2538107,195.97153
49.25,9.0,2.5650492,0.053703733,8.626839,4.399807,0.06171647,0.22226875,195.51817
49.25,9.25,2.6636353,0.07470374,8.765288,4.540353,0.11397037,0.26929492,202.93893
49.25,9.5,2.7324739,0.08345017,8.788426,4.61198,0.16617745,0.36325037,204.58286
49.25,9.75,2.8554068,0.06650736,8.838698,4.7926497,0.22191386,0.38942447,209.6767
49.25,10.0,3.0115445,0.13017772,9.056036,4.944681,0.30823407,0.47092786,213.20575
49.25,10.25,2.9320285,0.04422175,9.0871105,4.831763,0.4072129,0.4151763,224.44522
49.25,10.5,2.9009392,0.034429878,9.458234,4.726467,0.46193853,0.36765036,231.48422
49.25,10.75,2.7957866,0.058146015,9.62945,4.542738,0.3758666,0.3438334,227.54851
49.25,11.0,2.7866976,0.049326085,9.692512,4.526564,0.27799374,0.2993143,222.88498
49.25,11.25,2.8257518,0.054366775,9.706745,4.5643873,0.18441676,0.22392176,219.47408
49.25,11.5,2.7978847,0.108008176,9.54312,4.560348,0.2484234,0.11867442,244.46571
49.25,11.75,2.7528994,0.03433681,9.080063,4.4946947,0.26900145,0.011753425,267.49817
49.25,12.0,2.6259837,0.051491912,8.869795,4.3169127,0.1851173,-0.072983325,291.51706
49.25,12.25,2.5102181,0.033128794,8.645172,4.2010665,0.1171549,-0.08004278,304.34174
49.25,12.5,2.5104117,0.061981965,8.488406,4.266768,0.07076283,-0.07466288,316.5362
49.25,12.75,2.385426,0.034892537,8.265562,4.188379,0.21662784,0.11527719,241.98059
49.25,13.0,2.3582273,0.02551964,8.191661,4.1301827,0.26350248,0.21995789,230.14667
49.25,13.25,2.3644562,0.05997034,8.530804,4.141062,0.3790868,0.32230943,229.62794
49.25,13.5,2.3649442,0.04398741,8.794852,4.19857,0.5213257,0.24361789,244.9531
49.25,13.75,2.521438,0.044893887,9.194333,4.4745655,0.76549286,0.1632099,257.96423
49.25,14.0,2.4274442,0.014512263,9.153298,4.3543468,0.6729875,0.054881033,265.33795
49.25,14.25,2.442943,0.035793573,8.817788,4.3138947,0.4971174,-0.036825657,274.23663
49.25,14.5,2.604283,0.023982283,8.40884,4.499494,0.25906214,-0.037882484,278.31937
49.25,14.75,2.8411155,0.03413465,8.352634,4.826594,0.16326381,-0.059777882,290.10983
49.25,15.0,3.078961,0.06653108,8.64776,5.145823,0.23292138,0.029523963,262.776
49.5,6.0,3.4300928,0.056259606,12.898959,5.626696,0.1183513,0.28199512,202.76744
49.5,6.25,3.2839696,0.09869067,12.8536,5.4926553,0.11361954,0.31938776,199.5826
49.5,6.5,3.2188516,0.057654854,11.919434,5.4140887,0.07619334,0.36024365,191.94235
49.5,6.75,3.1646438,0.052674588,11.288118,5.33795,0.059133373,0.34943378,189.60495
49.5,7.0,3.149578,0.036003046,10.891936,5.340562,0.12165389,0.30743736,201.58887
49.5,7.25,3.158723,0.03856829,10.973633,5.3429294,0.22650996,0.28695786,218.28577
49.5,7.5,3.2105868,0.08398949,11.277134,5.3744135,0.3055436,0.28319743,227.17368
49.5,7.75,3.0631263,0.060514923,10.810749,5.2234473,0.4769845,0.19819716,247.43608
49.5,8.0,2.9136362,0.090726376,10.143035,5.002124,0.4725669,0.17617232,249.55461
49.5,8.25,2.7370532,0.020461632,9.859802,4.674687,0.31839243,0.18423676,239.94432
49.5,8.5,2.624993,0.02236039,9.361205,4.4696465,0.15513003,0.22079521,215.09177
49.5,8.75,2.6895683,0.032622654,9.029227,4.560728,0.034913845,0.31988218,186.22894
49.5,9.0,2.733464,0.04435796,9.061545,4.649374,0.15165655,0.30504188,206.43503
49.5,9.25,2.8416693,0.11551671,9.035254,4.7796383,0.20770577,0.34990802,210.69342
49.5,9.5,2.818385,0.030381782,9.023403,4.7297063,0.25497082,0.3574482,215.50058
49.5,9.75,2.8203757,0.06129109,9.118703,4.7507615,0.27954262,0.37509453,216.69566
49.5,10.0,2.9293768,0.049161483,9.076584,4.868422,0.3376849,0.44015178,217.49545
49.5,10.25,2.8825889,0.015752068,9.453126,4.8133054,0.4173947,0.39986533,226.22874
49.5,10.5,2.86298,0.057550725,9.568824,4.741093,0.42765003,0.37680006,228.61691
49.5,10.75,2.7750523,0.06950388,9.736794,4.5885396,0.3516658,0.34579208,225.48251
49.5,11.0,2.773173,0.04910282,9.783706,4.561129,0.25528252,0.30336657,220.08057
49.5,11.25,2.814481,0.060149226,9.675176,4.6263895,0.17106305,0.27780014,211.62383
49.5,11.5,2.811645,0.051347703,9.30052,4.5926824,0.2040625,0.19968942,225.62056
49.5,11.75,2.76503,0.09371877,8.8395605,4.532771,0.22199135,0.095434576,246.73703
49.5,12.0,2.7239957,0.014155329,8.716165,4.4813437,0.14058281,0.00726224,267.04285
49.5,12.25,2.7309628,0.062940046,8.835096,4.571925,0.2161789,-0.06986044,287.90878
49.5,12.5,2.7471085,0.04926715,8.80232,4.657789,0.24818149,-0.09498653,290.94336
49.5,12.75,2.6114707,0.04785167,8.52618,4.5658016,0.42437077,0.021685153,267.07477
49.5,13.0,2.5217252,0.051550798,8.780313,4.530792,0.53294176,0.0566588,263.9315
49.5,13.25,2.4885662,0.027297257,9.254324,4.503697,0.47441468,0.1535921,252.06061
49.5,13.5,2.4978988,0.024145003,9.521921,4.570732,0.60952055,0.085248895,262.03815
49.5,13.75,2.60393,0.018714318,9.875103,4.66425,0.65514743,0.0833038,262.75357
49.5,14.0,2.6056392,0.008538216,9.296571,4.5147223,0.63451004,0.11044911,260.12546
49.5,14.25,2.6462805,0.033538822,8.939526,4.5223026,0.4670084,0.029175142,266.42523
49.5,14.5,2.728248,0.0333169,8.4337435,4.6292133,0.355559,0.10509419,253.53366
49.5,14.75,2.8399076,0.05900611,8.394838,4.800051,0.39540964,0.19850506,243.34225
49.5,15.0,3.0631144,0.06472,8.779254,5.084618,0.47408023,0.28757948,238.75879
49.75,6.0,3.4291937,0.046429608,12.694509,5.6940207,0.22356744,0.3079572,215.9785
49.75,6.25,3.2600503,0.020993188,12.53412,5.511937,0.21914226,0.320097,214.39601
49.75,6.5,3.18655,0.031572834,11.6932,5.4222283,0.17299008,0.36607882,205.29301
49.75,6.75,3.1573787,0.01252755,11.171213,5.3900065,0.15198886,0.42100835,199.85017
49.75,7.0,3.1437078,0.12946989,10.696718,5.3634973,0.24267997,0.4117416,210.51505
49.75,7.25,3.152417,0.051490773,10.700299,5.3919897,0.3470076,0.39132398,221.5651
49.75,7.5,3.0829408,0.044874396,10.996357,5.2162004,0.43493927,0.30450824,235.0035
49.75,7.75,2.8971407,0.07517109,10.310079,4.955215,0.4093122,0.1501582,249.85419
49.75,8.0,2.761631,0.01884164,9.748698,4.7273307,0.40488467,0.12816803,252.43459
49.75,8.25,2.6952853,0.032232936,9.747362,4.6282954,0.29097924,0.15785475,241.5204
49.75,8.5,2.7572038,0.02651203,9.9852295,4.693108,0.20977215,0.3311451,212.35324
49.75,8.75,2.8273482,0.035107795,9.617359,4.751608,0.096802264,0.45797068,191.93506
49.75,9.0,2.8614573,0.073436104,9.399024,4.796261,0.19325867,0.44748557,203.3584
49.75,9.25,2.8321826,0.011096991,9.004746,4.7655625,0.21921517,0.4015401,208.63171
49.75,9.5,2.7570941,0.04023264,9.065912,4.6729774,0.25741446,0.30801228,219.88644
49.75,9.75,2.7637095,0.060789395,9.298525,4.6763167,0.28189853,0.32557938,220.8872
49.75,10.0,2.767792,0.025328748,9.594872,4.6856747,0.30119646,0.29180625,225.90721
49.75,10.25,2.757426,0.12102025,9.476392,4.646877,0.32643357,0.32916632,224.76117
49.75,10.5,2.7353947,0.03519359,9.418625,4.6278243,0.3366158,0.30620998,227.70808
49.75,10.75,2.6982193,0.041560788,8.892366,4.545103,0.28117326,0.31089246,222.1264
49.75,11.0,2.706495,0.047966506,8.523854,4.5577817,0.23373696,0.3193822,216.1982
49.75,11.25,2.7484803,0.019836754,8.34228,4.6110673,0.15706678,0.29797632,207.79424
49.75,11.5,2.7486372,0.05071166,8.2492485,4.612627,0.19524601,0.22480212,220.9751
49.75,11.75,2.774313,0.013816747,8.392764,4.627948,0.23688023,0.18512058,231.99257
49.75,12.0,2.7733016,0.019889556,8.349144,4.6265984,0.20561208,0.1413252,235.49774
49.75,12.25,2.775676,0.08701889,8.464836,4.7089005,0.2807776,0.06456718,257.0495
49.75,12.5,2.8302417,0.017272329,9.172263,4.841177,0.42554486,0.008944135,268.79593
49.75,12.75,2.7865791,0.028326267,9.06511,4.8534374,0.6193078,-0.118099295,280.79642
49.75,13.0,2.7040355,0.018624958,9.016293,4.805516,0.72725666,-0.08320992,276.5272
49.75,13.25,2.65864,0.033050247,8.990876,4.776374,0.62748426,0.0040152813,269.63336
49.75,13.5,2.7046247,0.027387146,9.303295,4.79366,0.64273524,0.1240027,259.0801
49.75,13.75,2.8019667,0.012408923,9.6429615,4.7998343,0.6919881,0.15179382,257.62762
49.75,14.0,2.7851257,0.05238361,9.135305,4.6972365,0.68304664,0.17528516,255.6072
49.75,14.25,2.7240152,0.028613139,8.863307,4.612652,0.6861875,0.19020104,254.50742
49.75,14.5,2.717474,0.028408263,8.5578785,4.6101766,0.62226224,0.2490251,248.18906
49.75,14.75,2.8422072,0.091463566,8.532928,4.7292094,0.66192067,0.34202707,242.67374
49.75,15.0,2.9647393,0.055909522,8.736693,4.892942,0.6722484,0.38577574,240.15025
50.0,6.0,3.5087564,0.053405214,12.81072,5.8204193,0.2943595,0.5455399,208.35017
50.0,6.25,3.4175727,0.041604273,12.362022,5.715876,0.3454479,0.38368616,221.99797
50.0,6.5,3.3218184,0.024352768,11.908838,5.6365824,0.3788169,0.38257393,224.71729
50.0,6.75,3.269362,0.009526044,11.404103,5.5721064,0.35798913,0.43721205,219.31061
50.0,7.0,3.2193089,0.10790664,11.029651,5.469171,0.4264726,0.4800322,221.61868
50.0,7.25,3.0966995,0.051755458,10.723933,5.221539,0.3710413,0.49125353,217.06357
50.0,7.5,3.014409,0.056668416,10.68637,5.040682,0.4503647,0.39491943,228.75287
50.0,7.75,2.811673,0.07242898,10.177319,4.784187,0.40921086,0.22495295,241.20135
50.0,8.0,2.7211301,0.030870577,9.789502,4.657966,0.36912364,0.106121026,253.96034
50.0,8.25,2.6742766,0.06887224,9.64417,4.617156,0.34254885,0.114631385,251.49757
50.0,8.5,2.7082338,0.03502964,9.640718,4.6800017,0.26175436,0.28699723,222.36623
50.0,8.75,2.8054872,0.05388494,9.891832,4.7605014,0.16630086,0.43347058,200.9893
50.0,9.0,2.8295712,0.054933984,9.488666,4.749281,0.121964924,0.46515858,194.69226
50.0,9.25,2.7946658,0.04875591,9.086064,4.717842,0.1477931,0.41939902,199.41208
50.0,9.5,2.7425165,0.04788398,9.27476,4.6947284,0.19092506,0.29328144,213.06396
50.0,9.75,2.7093527,0.048454788,9.561176,4.645023,0.274015,0.20230886,233.56107
50.0,10.0,2.7189007,0.062172934,9.864222,4.646849,0.29572168,0.15708633,242.02292
50.0,10.25,2.6903884,0.04429265,9.715817,4.6009426,0.31641912,0.20134434,237.53052
50.0,10.5,2.6621375,0.0044497624,9.166437,4.5466094,0.28081617,0.23469484,230.11249
50.0,10.75,2.6566584,0.07954296,8.378898,4.50359,0.22106618,0.2783718,218.4545
50.0,11.0,2.6695566,0.03724329,8.064062,4.5422935,0.17387512,0.2868436,211.22287
50.0,11.25,2.7170813,0.023124235,8.492759,4.644347,0.1617681,0.3048147,207.95532
50.0,11.5,2.786818,0.06630403,9.073867,4.7336926,0.27812082,0.32709235,220.37393
50.0,11.75,2.8148677,0.07429488,9.24313,4.763057,0.31957456,0.28764215,228.01031
50.0,12.0,2.815949,0.06846203,8.992829,4.7476144,0.3443683,0.28690347,230.20132
50.0,12.25,2.7884514,0.05356276,9.050299,4.749033,0.38674834,0.19833995,242.84944
50.0,12.5,2.8404803,0.040072557,9.3351145,4.896111,0.5271062,0.1430518,254.81618
50.0,12.75,2.7776687,0.021542542,9.514484,4.9271,0.71602184,-0.0027269016,270.2182
50.0,13.0,2.7613719,0.010051976,9.454583,4.922901,0.86195827,-0.09071183,276.00766
50.0,13.25,2.7098794,0.034118026,8.669748,4.874125,0.8232115,-0.0050974065,270.35477
50.0,13.5,2.7543159,0.049470436,9.013055,4.905923,0.8383586,0.11425849,262.23907
50.0,13.75,2.8701792,0.047957137,9.565061,4.922626,0.82368237,0.24225551,253.61072
50.0,14.0,2.8625448,0.085749425,9.651503,4.9139905,0.80541027,0.2263663,254.3016
50.0,14.25,2.804509,0.03857655,9.378398,4.826541,0.80845994,0.24114506,253.39136
50.0,14.5,2.756434,0.02928092,8.738427,4.7422004,0.73996663,0.24988216,251.34048
50.0,14.75,2.742472,0.038027678,9.228148,4.6708937,0.67400223,0.2534989,249.38823
50.0,15.0,2.8528512,0.055302586,9.186468,4.823217,0.6710426,0.28997174,246.6298
50.25,6.0,3.810535,0.14333504,13.127444,6.288186,0.43638682,0.86664826,206.7268
50.25,6.25,3.7477298,0.03394901,12.82572,6.1872306,0.5117011,0.6706116,217.34496
50.25,6.5,3.634861,0.08347842,12.433204,6.080623,0.5948132,0.63948727,222.92715
50.25,6.75,3.4365149,0.08056434,11.878898,5.8162665,0.62919134,0.5634011,228.15756
50.25,7.0,3.2403884,0.07270559,11.455969,5.480207,0.6149342,0.5938571,225.99893
50.25,7.25,3.1244617,0.017948857,11.176895,5.2254853,0.5598166,0.6049719,222.77994
50.25,7.5,3.0191407,0.063673146,10.760633,5.023326,0.38395008,0.5428226,215.2726
50.25,7.75,2.9582691,0.09487471,10.483744,4.897766,0.3333189,0.41393563,218.84253
50.25,8.0,2.8414748,0.03256443,10.104221,4.746842,0.29345295,0.2957088,224.78062
50.25,8.25,2.7030153,0.06958989,9.943754,4.644507,0.34508055,0.22130021,237.32794
50.25,8.5,2.6934607,0.021847006,10.02323,4.622132,0.308655,0.2382041,232.34088
50.25,8.75,2.7641582,0.07794321,10.122008,4.6953316,0.21013525,0.34554315,211.30505
50.25,9.0,2.789834,0.024933757,9.677893,4.6959734,0.13669786,0.38855693,199.38234
50.25,9.25,2.8600476,0.021609731,9.365495,4.812232,0.13763909,0.45233807,196.92415
50.25,9.5,2.8635426,0.02773192,9.241451,4.844027,0.20220548,0.38253012,207.86095
50.25,9.75,2.8241343,0.034529835,9.527236,4.8242455,0.28482398,0.29197,224.29019
50.25,10.0,2.7643442,0.020159915,9.523538,4.73904,0.36239114,0.19515465,241.69669
50.25,10.25,2.704682,0.04751414,9.301626,4.655561,0.32928267,0.16465034,243.4337
50.25,10.5,2.6767921,0.035385147,8.81045,4.6035733,0.29385418,0.1978763,236.04436
50.25,10.75,2.6835957,0.017806124,8.094585,4.5995917,0.21798097,0.24173133,222.04253
50.25,11.0,2.7364392,0.017855939,8.083947,4.7052646,0.2951345,0.30094355,224.44165
50.25,11.25,2.7928002,0.05748801,8.588839,4.797242,0.29986894,0.32971513,222.28586
50.25,11.5,2.9080474,0.06655291,9.142769,4.9103575,0.44127753,0.38632947,228.79852
50.25,11.75,2.9760523,0.09561926,9.710349,4.9466205,0.512117,0.49126154,226.19073
50.25,12.0,2.9660869,0.08610107,9.225822,4.92473,0.54786855,0.50570977,227.29146
50.25,12.25,2.9200995,0.05439998,9.288012,4.923693,0.5900402,0.41755804,234.71384
50.25,12.5,2.8968093,0.035738286,9.588064,5.0026283,0.5920339,0.29047796,243.8654
50.25,12.75,2.8212578,0.088268235,9.436074,4.9952464,0.797914,0.107753865,262.30905
50.25,13.0,2.7719254,0.029818535,9.380755,4.9741683,0.9430742,0.020316962,268.76584
50.25,13.25,2.6689897,0.031186583,8.921686,4.8606806,0.97253895,0.06656746,266.08438
50.25,13.5,2.5597248,0.026864419,9.04454,4.7456913,0.87357336,-0.0071297935,270.46762
50.25,13.75,2.654944,0.111848734,9.73733,4.793452,0.82441646,0.115030706,262.05682
50.25,14.0,2.6854966,0.01864473,9.458999,4.832124,0.7823806,0.087515056,263.61758
50.25,14.25,2.7704637,0.042949174,9.196129,4.90598,0.67217886,0.10571434,261.06223
50.25,14.5,2.775389,0.06810532,8.9845085,4.820006,0.5848944,0.09441264,260.8305
50.25,14.75,2.7751572,0.051311024,9.355682,4.7736573,0.5193401,0.098029494,259.31073
50.25,15.0,2.7732654,0.045264784,9.685888,4.795155,0.41500154,0.063614026,261.2852
50.5,6.0,3.8916175,0.09623854,13.083329,6.473868,0.6150966,1.1784875,207.56174
50.5,6.25,3.9535944,0.14638875,13.138019,6.5434475,0.7982476,1.1156158,215.58455
50.5,6.5,3.8273528,0.06891971,12.800494,6.3018894,0.8864132,1.0384051,220.48505
50.5,6.75,3.6549997,0.048723016,12.289045,6.054285,0.9320985,0.9573388,224.23465
50.5,7.0,3.2611187,0.08939594,11.494911,5.423429,0.7576791,0.8413621,222.00426
50.5,7.25,3.1023886,0.025994977,11.084659,5.1664386,0.49215266,0.7387434,213.67165
50.5,7.5,2.994468,0.03344844,10.699542,4.951478,0.23676495,0.6303228,200.58743
50.5,7.75,2.9963193,0.04753616,10.546131,4.9412494,0.21747029,0.51676667,202.82275
50.5,8.0,2.9645917,0.05988467,10.2228155,4.907665,0.29302543,0.40584734,215.82962
50.5,8.25,2.8362,0.04718292,9.999568,4.7722387,0.3703051,0.29649284,231.31673
50.5,8.5,2.8081472,0.044566803,10.081449,4.769316,0.335099,0.30770147,227.4406
50.5,8.75,2.8451128,0.12330043,10.24903,4.8249216,0.25932935,0.38898146,213.69092
50.5,9.0,2.903206,0.02128833,10.196168,4.888437,0.23368278,0.5000844,205.04605
50.5,9.25,2.9796832,0.060930856,9.952698,5.010976,0.24082372,0.5735774,202.77573
50.5,9.5,3.0124352,0.033156425,9.320133,5.0296245,0.33059612,0.5821227,209.5929
50.5,9.75,2.9616768,0.03352389,9.336765,4.9553194,0.37498,0.55658287,213.96887
50.5,10.0,2.8689728,0.04581216,9.218032,4.823217,0.4358361,0.45603284,223.70273
50.5,10.25,2.782481,0.051996745,8.893104,4.756838,0.37906817,0.37434417,225.35925
50.5,10.5,2.7556481,0.054163404,8.829193,4.779225,0.40816125,0.3377758,230.39038
50.5,10.75,2.8132815,0.05600508,8.739821,4.902897,0.39684996,0.33390164,229.92342
50.5,11.0,2.8934062,0.059560347,8.769501,5.012001,0.49787548,0.40563765,230.82901
50.5,11.25,2.9748266,0.05552476,8.930642,5.10539,0.6479608,0.4872757,233.05632
50.5,11.5,3.058592,0.040778738,9.202443,5.10748,0.7427262,0.6052971,230.8211
50.5,11.75,3.1607108,0.14670454,9.466551,5.1897917,0.8113633,0.72746325,228.12079
50.5,12.0,3.1401072,0.068487056,9.348232,5.155358,0.7580366,0.75682956,225.04565
50.5,12.25,3.1253896,0.025721956,9.362655,5.1277137,0.72776663,0.7619931,223.6839
50.5,12.5,3.0694332,0.012030759,9.549751,5.118129,0.69699055,0.6456292,227.19077
50.5,12.75,2.96849,0.011475837,9.302447,5.0581894,0.9067972,0.4605159,243.07632
50.5,13.0,2.9577217,0.06390834,9.376061,5.087705,0.9898675,0.27927023,254.2447
50.5,13.25,2.7007232,0.008399156,8.981099,4.8284583,0.99654067,0.09369917,264.6286
50.5,13.5,2.5244904,0.011496543,8.781098,4.6670337,0.87672263,-0.00879218,270.57455
50.5,13.75,2.4077,0.041032385,8.426887,4.4852676,0.70613855,-0.10681308,278.60156
50.5,14.0,2.4617581,0.029727275,8.676988,4.512989,0.58441293,-0.08669299,278.43784
50.5,14.25,2.584238,0.035926864,8.529888,4.604775,0.46249884,-0.058048945,277.15387
50.5,14.5,2.715399,0.026854364,8.385295,4.682552,0.335743,-0.048197813,278.1693
50.5,14.75,2.7846835,0.00052193087,8.655571,4.7094293,0.21228525,-0.011706372,273.15634
50.5,15.0,2.8078992,0.056208815,8.929702,4.762231,0.06549262,-0.09110681,324.28934
50.75,6.0,3.677386,0.13094108,12.747843,6.2337065,0.8447835,1.1747078,215.72156
50.75,6.25,3.6931207,0.12236266,12.8464575,6.25652,1.0306209,1.1404332,222.10445
50.75,6.5,3.5120847,0.047171343,12.452877,5.895824,0.9786832,1.0358001,223.37592
50.75,6.75,3.37469,0.053620186,11.987184,5.6301036,0.8296492,0.9590447,220.8624
50.75,7.0,3.184668,0.06347727,11.210398,5.2836137,0.5032778,0.8487075,210.66766
50.75,7.25,3.129573,0.095841534,10.909292,5.164246,0.2509609,0.75374526,198.41528
50.75,7.5,3.1919615,0.021107363,10.860032,5.2022543,0.06558259,0.69113404,185.42065
50.75,7.75,3.1423936,0.05642329,10.594935,5.160331,0.15029906,0.57413536,194.66989
50.75,8.0,3.0925827,0.032510962,10.262355,5.1252966,0.2621091,0.46034577,209.65608
50.75,8.25,2.995271,0.08773215,10.067584,5.041811,0.42712742,0.36589223,229.4155
50.75,8.5,2.9647467,0.022400921,10.098119,5.00031,0.47247213,0.37356794,231.66776
50.75,8.75,2.983443,0.031418186,10.2561865,5.033139,0.42946905,0.4745252,222.14667
50.75,9.0,3.001333,0.022193488,10.191347,5.06514,0.4219115,0.59599006,215.29533
50.75,9.25,3.0373185,0.113222815,10.032746,5.1009417,0.42345148,0.6816847,211.84789
50.75,9.5,3.085059,0.03481284,9.639094,5.1413536,0.50017977,0.73484486,214.24158
50.75,9.75,3.0463328,0.06389866,9.298575,5.0554132,0.52114797,0.7354575,215.32153
50.75,10.0,2.9830267,0.063580684,9.558632,4.953659,0.5204481,0.71688396,215.97914
50.75,10.25,2.9584622,0.07292183,9.636043,4.9563284,0.55126804,0.68476105,218.83586
50.75,10.5,2.959158,0.01924907,9.695327,5.0289125,0.605695,0.66292363,222.41708
50.75,10.75,3.0177913,0.090825036,9.798663,5.1887913,0.7408246,0.6751143,227.65706
50.75,11.0,3.0134284,0.08021329,9.559574,5.1733994,0.84890646,0.67799836,231.3866
50.75,11.25,3.042011,0.041459367,10.040604,5.199751,0.98240113,0.7003435,234.51532
50.75,11.5,3.0461512,0.15519744,9.715,5.1305776,1.0051738,0.71339583,234.63577
50.75,11.75,3.0721974,0.076060824,9.616481,5.132141,1.0277176,0.7368113,234.36177
50.75,12.0,3.101175,0.051362764,9.625651,5.153031,1.0256767,0.806775,231.81218
50.75,12.25,3.1065812,0.07180021,9.741803,5.148763,0.9872045,0.8753535,228.43661
50.75,12.5,3.120101,0.092557296,9.903029,5.1933126,0.931405,0.9412455,224.69893
50.75,12.75,3.1576214,0.04112262,9.846611,5.1735225,0.94980973,0.8615609,227.78922
50.75,13.0,3.148948,0.0930192,9.629471,5.166297,0.9691741,0.7072079,233.88171
50.75,13.25,3.0298727,0.028631315,9.341014,5.0215564,0.9789943,0.45650128,245.00055
50.75,13.5,2.8638356,0.052718062,9.126031,4.833061,0.89513946,0.30869988,250.97261
50.75,13.75,2.625076,0.06683266,8.564185,4.55167,0.75146186,0.13397992,259.89084
50.75,14.0,2.5972486,0.07394885,8.313767,4.5083213,0.6256514,0.116870455,259.4192
50.75,14.25,2.6655293,0.030389996,8.395663,4.5410924,0.53581345,0.13910742,255.44623
50.75,14.5,2.8509548,0.0065139304,8.437265,4.733175,0.43194446,0.25469574,239.4743
50.75,14.75,2.9475245,0.058323,8.453944,4.9101434,0.31921437,0.34660956,222.6439
50.75,15.0,3.0146494,0.036715887,8.450992,4.999614,0.21469499,0.43253258,206.3983
51.0,6.0,3.41403,0.1341244,12.269466,5.7405963,0.8159981,0.85793155,223.56499
51.0,6.25,3.422377,0.045966778,12.592423,5.7262664,0.8711804,0.8262655,226.51572
51.0,6.5,3.3027968,0.027448801,12.2756815,5.503374,0.69763654,0.7825514,221.71667
51.0,6.75,3.2518096,0.034215763,11.901649,5.393497,0.49943954,0.767952,213.03807
51.0,7.0,3.2883253,0.04593943,11.4315405,5.404681,0.26332814,0.8067881,198.0762
51.0,7.25,3.3815436,0.05589295,11.349767,5.5385747,0.17006397,0.86358505,191.1406
51.0,7.5,3.5210774,0.1418854,11.481478,5.738505,0.16747174,0.9501232,189.99646
51.0,7.75,3.4044588,0.10536855,10.800536,5.573663,0.24936317,0.8747537,195.9111
51.0,8.0,3.299195,0.07598118,10.320183,5.403644,0.36536008,0.7647151,205.5372
51.0,8.25,3.21238,0.0921407,9.973666,5.260462,0.55182666,0.57920444,223.61337
51.0,8.5,3.151536,0.07432443,9.925803,5.198988,0.6607814,0.5130705,232.17209
51.0,8.75,3.1270256,0.012483778,10.057528,5.1926394,0.72639287,0.5112908,234.85919
51.0,9.0,3.044013,0.065863214,9.942298,5.123961,0.6542802,0.56726384,229.07457
51.0,9.25,3.010844,0.111968696,9.8034,5.103556,0.6072255,0.61224,224.7644
51.0,9.5,3.0375774,0.020155128,9.784945,5.121429,0.6154759,0.64099455,223.83649
51.0,9.75,3.0491233,0.009307424,9.629864,5.118632,0.6432946,0.66611207,224.00168
51.0,10.0,3.0714288,0.067090414,9.418411,5.092904,0.67945904,0.6910699,224.51462
51.0,10.25,3.1117108,0.017256469,9.453415,5.24166,0.8133657,0.699967,229.28534
51.0,10.5,3.1402345,0.022874761,9.745143,5.3583746,0.9384985,0.693277,233.5464
51.0,10.75,3.106795,0.06430375,10.152101,5.387546,1.0593348,0.65509766,238.26715
51.0,11.0,3.0367262,0.009591092,9.9411745,5.2862215,1.0752398,0.6147421,240.2423
51.0,11.25,2.9590626,0.013910837,9.636855,5.138302,1.0460901,0.5759419,241.1643
